post_num,shortcode,links,img_url,timestamp,num_comments,num_likes,caption
2,BqQRYdjhQRjOyglmuOkG_FUAGklUtSzE5vnDd80,https://www.instagram.com/p/BqQRYdjhQRjOyglmuOkG_FUAGklUtSzE5vnDd80/?taken-by=navid_dgh,https://scontent-frx5-1.cdninstagram.com/vp/4812435888f780150c000751ba40b62d/5C78E897/t51.2885-15/e35/44338514_289979084977371_8469873237450129444_n.jpg,1542399272,9,53,صداي پاي آب مي آيد.... مگر در نهر تنهايي چه مي شويند؟!🙂🙏 #رفيق #دانشجويي
1,Bo8hyTKjWFXLbpAQGtmymhFmDBDYMhEVtzy3Gs0,https://www.instagram.com/p/Bo8hyTKjWFXLbpAQGtmymhFmDBDYMhEVtzy3Gs0/?taken-by=navid_dgh,https://scontent-frx5-1.cdninstagram.com/vp/c7d5439638641379f6dfe9f762319f87/5CA92810/t51.2885-15/e35/43079346_332492817510130_4905134707607346912_n.jpg,1539589300,34,31,👑97/7/22👑
